node,agg_score,fan_in_smurf,mule_hub,new_device_high_amount,impossible_travel,device_ip_entropy,rapid_outgoing_spike,recurring_tester_tx,app_payee_mismatch,synthetic_identity_burst
A_00307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00351,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A_00399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
